KEYWORD,LINK,NAME,ADDRESS,PHONE NUMBER,WEBSITE,RATING,NO OF RATINGS,LINK TO PHOTO
San Francisco CA,https://www.google.com/maps/place/INTUITIVE+PSYCHIC+THERAPY%2FEMPATHS/data=!4m7!3m6!1s0x808f7e1b3cfda7e9:0x5fb5f60fe61366c0!8m2!3d37.7628964!4d-122.4311305!16s%2Fg%2F11c6s3x158!19sChIJ6af9PBt-j4ARwGYT5g_2tV8?authuser=0&hl=en&rclk=1,INTUITIVE PSYCHIC THERAPY/EMPATHS,"3804 17th St, San Francisco, CA 94114",(415) 863-2100, ,5,16,https://lh5.googleusercontent.com/p/AF1QipPbptiGSapQqvGR3EgBu6Q0y9HLi91TA-wavJta=w408-h544-k-no
San Francisco CA,https://www.google.com/maps/place/Best+Psychic+San+Francisco/data=!4m7!3m6!1s0x8085815200c1c20b:0x3e13977405047258!8m2!3d37.7955933!4d-122.4007555!16s%2Fg%2F11q4byqt7b!19sChIJC8LBAFKBhYARWHIEBXSXEz4?authuser=0&hl=en&rclk=1,Best Psychic San Francisco,"408 Merchant St, San Francisco, CA 94111",(415) 993-7160,usbestpsychic.com,5,5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AECBm7viYdFCkvpL_oDjbA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=347.0188&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/Psychic+Readings+By+Amanda/data=!4m7!3m6!1s0x808f7f47c9fda125:0x4f442601c878718d!8m2!3d37.723642!4d-122.435253!16s%2Fg%2F11j8m1bw5z!19sChIJJaH9yUd_j4ARjXF4yAEmRE8?authuser=0&hl=en&rclk=1,Psychic Readings By Amanda,"4659 Mission St, San Francisco, CA 94112",(415) 948-4034, ,4.2,12,https://lh5.googleusercontent.com/p/AF1QipPhydce5KnMj3Q3UWawFvIYYcb4fOr1-Sk7TgxD=w426-h240-k-no
San Francisco CA,https://www.google.com/maps/place/Gems+of+Clarity/data=!4m7!3m6!1s0x8bc8b88653e1baf7:0xe0a50709756695cd!8m2!3d37.878638!4d-122.4203375!16s%2Fg%2F11srmq5s6d!19sChIJ97rhU4a4yIsRzZVmdQkHpeA?authuser=0&hl=en&rclk=1,Gems of Clarity, ,(415) 699-4263,gemsofclarity.com,5,11,https://lh5.googleusercontent.com/p/AF1QipM3EfcMTTcEnuU-9C9YL-lSyruucvlZdRyQg67l=w408-h409-k-no
San Francisco CA,https://www.google.com/maps/place/Psychic+readings/data=!4m7!3m6!1s0x8085879840434d55:0x35895586ee7e22fb!8m2!3d37.7814036!4d-122.462536!16s%2Fg%2F11t3fzxydb!19sChIJVU1DQJiHhYAR-yJ-7oZViTU?authuser=0&hl=en&rclk=1,Psychic readings,"4016 Geary Blvd, San Francisco, CA 94118",(415) 571-1035, ,5,4,https://lh5.googleusercontent.com/p/AF1QipMXtgC4D4vr7B8veO4K0q9LjeAyF1hgViZf20x_=w408-h541-k-no
San Francisco CA,https://www.google.com/maps/place/Psychic+Readings+By+Nicole/data=!4m7!3m6!1s0x808581a897645881:0x75dedf783ed9d761!8m2!3d37.7882583!4d-122.4402261!16s%2Fg%2F11w8m9j4b2!19sChIJgVhkl6iBhYARYdfZPnjf3nU?authuser=0&hl=en&rclk=1,Psychic Readings By Nicole,"2790 California St, San Francisco, CA 94115",(415) 891-2888,psychicnicolesf.com,5,3,https://lh5.googleusercontent.com/p/AF1QipNJzHuN6yEsTDRHkkfN7wHvQMf4uUt1TSMv7P6b=w426-h240-k-no
San Francisco CA,https://www.google.com/maps/place/Psychic+Readings/data=!4m7!3m6!1s0x80858743c630f3a7:0xd0aceae184236e70!8m2!3d37.7814977!4d-122.452607!16s%2Fg%2F11fs_p1db2!19sChIJp_MwxkOHhYARcG4jhOHqrNA?authuser=0&hl=en&rclk=1,Psychic Readings,"3127 Geary Blvd, San Francisco, CA 94118",(415) 792-8020, ,4,1,https://lh5.googleusercontent.com/p/AF1QipNIHbuUDk2DxSZpEkpJqMAmMYe-heYXerc7F-7K=w426-h240-k-no
San Francisco CA,https://www.google.com/maps/place/Julia+Mihas+Astrology/data=!4m7!3m6!1s0x808f7fb349053175:0x8ddf7889f76d3692!8m2!3d37.7474262!4d-122.4133888!16s%2Fg%2F11fthslgrh!19sChIJdTEFSbN_j4ARkjZt94l4340?authuser=0&hl=en&rclk=1,Julia Mihas Astrology,"3165 Folsom St, San Francisco, CA 94110",(646) 789-8384,juliamihas.com,5,52,https://lh5.googleusercontent.com/p/AF1QipPrw1UTg2S-4GJTw13VS7wSTo-QSW-JZFikWS3A=w426-h240-k-no
San Francisco CA,https://www.google.com/maps/place/San+Fransico+Psychics/data=!4m7!3m6!1s0x80858153bdf4f2a1:0x52cc4f9a29fad3f1!8m2!3d37.7907472!4d-122.4075295!16s%2Fg%2F11q9ty4_58!19sChIJofL0vVOBhYAR8dP6KZpPzFI?authuser=0&hl=en&rclk=1,San Fransico Psychics,"525 Stockton St, San Francisco, CA 94108",(415) 655-0416,onlinepsychicsreading.net, , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eEKRbertjzseJhinFJK3WA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.02588&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/Intuitive+Tarot+Readings+by+Jeannie+Zukav/data=!4m7!3m6!1s0x808f7e1646dd38c5:0x32bb052f8659f008!8m2!3d37.75744!4d-122.425642!16s%2Fg%2F1tjt24y8!19sChIJxTjdRhZ-j4ARCPBZhi8FuzI?authuser=0&hl=en&rclk=1,Intuitive Tarot Readings by Jeannie Zukav,"Dolores Street &, Liberty St, San Francisco, CA 94110",(415) 267-3970,tarotreadingsbyjeannie.com,4.3,17,https://lh5.googleusercontent.com/p/AF1QipMVx5-IFMQXGc3oIdTRqQk63pxrEvV0JvJ5ap3G=w408-h306-k-no
San Francisco CA,https://www.google.com/maps/place/San+Francisco+Voted+%231+Psychic+Reading+%7C+Medium+%7C+Fortune+Teller+%7C+Tarot+Reader/data=!4m7!3m6!1s0x80858140ba2c0c39:0xf21716160ebb19a6!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11g22xx_9r!19sChIJOQwsukCBhYARphm7DhYWF_I?authuser=0&hl=en&rclk=1,San Francisco Voted #1 Psychic Reading | Medium | Fortune Teller | Tarot Reader, ,(415) 760-6981, ,5,1,https://lh5.googleusercontent.com/p/AF1QipPo_MDQyn4K7FQTU90LWBOJy6ED5O7q8RyX4hvI=w408-h279-k-no
San Francisco CA,https://www.google.com/maps/place/Balboa+Psychic/data=!4m7!3m6!1s0x808587ba2ea66eab:0xcd569b73bb5b85a1!8m2!3d37.7806953!4d-122.4764885!16s%2Fg%2F11h5pl8ts3!19sChIJq26mLrqHhYARoYVbu3ObVs0?authuser=0&hl=en&rclk=1,Balboa Psychic,"5300 Geary Blvd, San Francisco, CA 94121",(415) 760-9832,energyhealerjasmine.com, , ,https://lh5.googleusercontent.com/p/AF1QipPFBHEsS1ZrEFm51_6hHKAPRRmJEDa0EKJNUtXI=w408-h510-k-no
San Francisco CA,https://www.google.com/maps/place/West+Portal+Psychic/data=!4m7!3m6!1s0x808f7dea55cdf17b:0xfd85a39edb909676!8m2!3d37.7378328!4d-122.4697115!16s%2Fg%2F11cm2djx5y!19sChIJe_HNVep9j4ARdpaQ256jhf0?authuser=0&hl=en&rclk=1,West Portal Psychic,"320 W Portal Ave, San Francisco, CA 94127",(415) 676-7399, ,4,3,https://lh5.googleusercontent.com/p/AF1QipN1MmNqeZJpocSNnarFfRK5-umg_XEE4zGW_uwA=w408-h434-k-no
San Francisco CA,https://www.google.com/maps/place/Psychic+Readings+by+Christine/data=!4m7!3m6!1s0x8085874f3a91e521:0xb5f03a8b4429b444!8m2!3d37.7819957!4d-122.4831148!16s%2Fg%2F11j0vcnc_z!19sChIJIeWROk-HhYARRLQpRIs68LU?authuser=0&hl=en&rclk=1,Psychic Readings by Christine,"2215 Clement St, San Francisco, CA 94121",(415) 619-7128, ,3.5,6,https://lh5.googleusercontent.com/p/AF1QipNuxqzwsIXt-NO9IsGKp3bUU9C7x7bPHgsv5gpu=w408-h476-k-no
San Francisco CA,https://www.google.com/maps/place/Cocotarot/data=!4m7!3m6!1s0x808f7e3a0f044a33:0x838194a3112cdd7f!8m2!3d37.76039!4d-122.4131897!16s%2Fg%2F11kc8mdffy!19sChIJM0oEDzp-j4ARf90sEaOUgYM?authuser=0&hl=en&rclk=1,Cocotarot,"2300 Harrison St, San Francisco, CA 94110",(850) 900-2424,cocotarot.com,5,4,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Esj5LhMK0ZUrjvuvb3Tc9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.5277786&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/Psychic+Readers/data=!4m7!3m6!1s0x808580c770cad2bd:0xf53f92588cdbc529!8m2!3d37.7880088!4d-122.4322531!16s%2Fg%2F1hm2rlthz!19sChIJvdLKcMeAhYARKcXbjFiSP_U?authuser=0&hl=en&rclk=1,Psychic Readers,"2205 Pine St, San Francisco, CA 94115",(415) 829-3063, , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gHTgMS7UOBvco5nfBQGDkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=138.6013&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/Psychic+Horizons+-+Church+of+Natural+Grace/data=!4m7!3m6!1s0x808f7e3dd4dca1f7:0xc5c2d30f02fe6175!8m2!3d37.7573855!4d-122.4214031!16s%2Fg%2F1thtdc8k!19sChIJ96Hc1D1-j4ARdWH-Ag_TwsU?authuser=0&hl=en&rclk=1,Psychic Horizons - Church of Natural Grace,"970 Valencia St, San Francisco, CA 94110",(415) 643-8800,psychichorizons.com,4.7,14,https://lh5.googleusercontent.com/p/AF1QipOAKaUzQ-yRl12djOkSD4Kc9oOg8GF9_Jet2uJv=w546-h240-k-no
San Francisco CA,https://www.google.com/maps/place/Waverly+psychic+readings/data=!4m7!3m6!1s0x808f7d5cd7813907:0x3ffb453c091b3dc!8m2!3d37.8713864!4d-122.5140314!16s%2Fg%2F11ffv3d24r!19sChIJBzmB11x9j4AR3LORwFO0_wM?authuser=0&hl=en&rclk=1,Waverly psychic readings, ,(415) 424-2620, ,5,2,https://lh5.googleusercontent.com/p/AF1QipNo2jLZ63ACpKuW63uz1UHHHrLzVrqfIvkWmDWN=w408-h544-k-no
San Francisco CA,https://www.google.com/maps/place/Psychic+readings+by+crystal/data=!4m7!3m6!1s0x8085871fd10a8787:0x406598ecc2c7d73b!8m2!3d28.2652638!4d-93.6217422!16s%2Fg%2F11hf5v416v!19sChIJh4cK0R-HhYARO9fHwuyYZUA?authuser=0&hl=en&rclk=1,Psychic readings by crystal, ,(415) 630-3863,crystalpsychichealer.com,5,3,https://lh5.googleusercontent.com/p/AF1QipNLV6q678RqclwCwGnGE6U4-GLrSH9GPe2W3_Vb=w426-h240-k-no
San Francisco CA,https://www.google.com/maps/place/Nob+Hill+San+Francisco+Psychic+Melody/data=!4m7!3m6!1s0x80858136652f6a8d:0x377166200c7bfdd4!8m2!3d37.788914!4d-122.416303!16s%2Fg%2F11h9d9kqhf!19sChIJjWovZTaBhYAR1P17DCBmcTc?authuser=0&hl=en&rclk=1,Nob Hill San Francisco Psychic Melody,"1163 Bush St, San Francisco, CA 94109",(415) 846-6439, , , ,https://lh5.googleusercontent.com/p/AF1QipN1JlHD034ttr1xUJY3YPqwJ8Jktlm7f7O3AAuP=w500-h240-k-no
San Francisco CA,https://www.google.com/maps/place/Psychic+Mission+Street+Candle+Shop/data=!4m7!3m6!1s0x808f7fb540a41fcb:0x8a6aaed7ee9acfb!8m2!3d37.7587747!4d-122.4193156!16s%2Fg%2F11h01xmkr9!19sChIJyx-kQLV_j4AR-6zpfu2qpgg?authuser=0&hl=en&rclk=1,Psychic Mission Street Candle Shop,"2390 Mission St # 102, San Francisco, CA 94110",(415) 745-6044,mission-street-psychic-candle-shop.com,5,4,https://lh5.googleusercontent.com/p/AF1QipPY3-hhRXwrOPjhNMRDT44oEoPmwWF7Yky409a2=w408-h506-k-no
San Francisco CA,https://www.google.com/maps/place/Holistic+Psychic+Empath/data=!4m7!3m6!1s0x808f7e1e8946b72f:0x791d351afe003ef7!8m2!3d37.7666089!4d-122.4285054!16s%2Fg%2F11bz_4ggw6!19sChIJL7dGiR5-j4AR9z4A_ho1HXk?authuser=0&hl=en&rclk=1,Holistic Psychic Empath,"269 Church St #5, San Francisco, CA 94114",(415) 426-0913,godaddysites.com,3,2,https://lh5.googleusercontent.com/p/AF1QipORRZwXHH2XMljJf3j5y0yKJnxikg1zp4n85y08=w408-h271-k-no
San Francisco CA,https://www.google.com/maps/place/Frequency+of+the+Soul/data=!4m7!3m6!1s0xa63ddd04b33874dd:0x86d685d48fbbd9ae!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11w1tchqkl!19sChIJ3XQ4swTdPaYRrtm7j9SF1oY?authuser=0&hl=en&rclk=1,Frequency of the Soul, ,(925) 519-6131, ,5,12,https://lh5.googleusercontent.com/p/AF1QipODocl92V536Vhif2TFi1dc-KaRBD3yYjNbj2tA=w408-h553-k-no
San Francisco CA,https://www.google.com/maps/place/Spiritual+Love+Spells+by+April/data=!4m7!3m6!1s0x808581b988155f4f:0x662537c2f579878!8m2!3d38.898048!4d-120.0651799!16s%2Fg%2F11h2hlb36c!19sChIJT18ViLmBhYAReJhXL3xTYgY?authuser=0&hl=en&rclk=1,Spiritual Love Spells by April, ,(949) 391-2333,egyptianpsychic.com,5,1,https://lh5.googleusercontent.com/p/AF1QipN6SjuiOhc2smWuTiv0_tD8k_T5wyEnUGjqXM7b=w408-h260-k-no
San Francisco CA,https://www.google.com/maps/place/Marina+Psychic/data=!4m7!3m6!1s0x808580d6a7a12417:0x4b742c532028512f!8m2!3d37.7995698!4d-122.4409415!16s%2Fg%2F11n__vybyl!19sChIJFyShp9aAhYARL1EoIFMsdEs?authuser=0&hl=en&rclk=1,Marina Psychic,"3206 Scott St, San Francisco, CA 94123",(415) 684-2522,psychicvick123.wixsite.com, , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2ShuzFIFu6H0J0EXYWeRIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.02569&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/The+Empowered+Psychic/data=!4m7!3m6!1s0x5a88fd78d34612f:0xcf8f5bde74ecf43d!8m2!3d37.7848269!4d-122.7072972!16s%2Fg%2F11sgkyxnxr!19sChIJL2E0jdePqAURPfTsdN5bj88?authuser=0&hl=en&rclk=1,The Empowered Psychic, ,(415) 888-9094,linktr.ee,5,11, 
San Francisco CA,https://www.google.com/maps/place/Absolute+Soul+Secrets/data=!4m7!3m6!1s0x808580aefdb50c2f:0x40b59f98902b27f1!8m2!3d37.7731719!4d-122.4378777!16s%2Fg%2F1tf0qvm7!19sChIJLwy1_a6AhYAR8ScrkJiftUA?authuser=0&hl=en&rclk=1,Absolute Soul Secrets,"5310 Oak St, San Francisco, CA 93000",(888) 934-5669,absolutesoulsecrets.com, , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MmR-l5WOjrZvB8N75p4Cbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.809953&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/Soul+Search+Psychic+In+The+Marina/data=!4m7!3m6!1s0x808581d8d0bd1325:0x9b1b8558c5a3a09f!8m2!3d37.8011124!4d-122.4280494!16s%2Fg%2F11tt1r58xz!19sChIJJRO90NiBhYARn6CjxViFG5s?authuser=0&hl=en&rclk=1,Soul Search Psychic In The Marina,"1602 Lombard St, San Francisco, CA 94123",(415) 767-9400,soulsearchpsychic.com, , ,https://lh5.googleusercontent.com/p/AF1QipOo0eZ2mnscmKs8QE1DFwROQbjzIGy9nputxgDv=w408-h306-k-no
San Francisco CA,https://www.google.com/maps/place/Psychic+Readings+by+Lyla/data=!4m7!3m6!1s0x10ef1b34bc526a5:0xb027d62c543de9d7!8m2!3d37.7147612!4d-122.4421417!16s%2Fg%2F11jz43st0h!19sChIJpSbFS7PxDgER1-k9VCzWJ7A?authuser=0&hl=en&rclk=1,Psychic Readings by Lyla,"5233 Mission St, San Francisco, CA 94112",(415) 678-6594, , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gHsCPAUnF5U5Ganoq7rHHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.66179&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/Page+of+Cups+Tarot+Readings/data=!4m7!3m6!1s0xaebb16350cfa21b3:0xb22042ca08ff0c53!8m2!3d37.878638!4d-122.4203375!16s%2Fg%2F11ss4l5p9m!19sChIJsyH6DDUWu64RUwz_CMpCILI?authuser=0&hl=en&rclk=1,Page of Cups Tarot Readings, ,(415) 215-7081,pageofcupstarot.com,5,1,https://lh5.googleusercontent.com/p/AF1QipPOPehM_1WS_k6FpusC-Rb5uxXdegDfrbXpIrvT=w408-h612-k-no
San Francisco CA,https://www.google.com/maps/place/Calling+You+Home/data=!4m7!3m6!1s0x808585710dea1ec1:0xfee0bb06295e698b!8m2!3d37.8480778!4d-122.481021!16s%2Fg%2F11sm7bdnkx!19sChIJwR7qDXGFhYARi2leKQa74P4?authuser=0&hl=en&rclk=1,Calling You Home,"300 Valley St STE 201, Sausalito, CA 94965",(415) 223-7413,callingyouhome.com,5,27,https://lh5.googleusercontent.com/p/AF1QipNnT0E3hj3dxRVPjiIcvWuxvIL4Mzy2H2wTiCDH=w408-h305-k-no
San Francisco CA,https://www.google.com/maps/place/Best+SF+City+Psychic/data=!4m7!3m6!1s0x80858736b1cad2ef:0x22b6e6158188ba28!8m2!3d37.7848269!4d-122.7072972!16s%2Fg%2F11gxvsqshc!19sChIJ79LKsTaHhYARKLqIgRXmtiI?authuser=0&hl=en&rclk=1,Best SF City Psychic, ,(415) 742-4511,sfpsychic.yolasite.com, , ,https://lh5.googleusercontent.com/p/AF1QipNpaLI99lUL0aex3mpDVIbCfwVMucApkFMnh9S7=w408-h544-k-no
San Francisco CA,https://www.google.com/maps/place/Discover+Clairvoyant+Healings/data=!4m7!3m6!1s0x808f7e3a8d3b4031:0xbc0aa3c28980aab2!8m2!3d37.7627679!4d-122.4142959!16s%2Fg%2F11g__ht1v!19sChIJMUA7jTp-j4ARsqqAicKjCrw?authuser=0&hl=en&rclk=1,Discover Clairvoyant Healings,"3150 18th St, San Francisco, CA 94110",(415) 424-3203, , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UOLNVcGL3d56Io5WOfQN7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.8792925&pitch=0&thumbfov=100
San Francisco CA,"https://www.google.com/maps/place/Sibyl+Harmony+Psychic,+Medium,+Healer/data=!4m7!3m6!1s0x8085b50657489a8f:0xb4d7be803ae1d0f0!8m2!3d38.23453!4d-122.6516318!16s%2Fg%2F11gpj09y9q!19sChIJj5pIVwa1hYAR8NDhOoC-17Q?authuser=0&hl=en&rclk=1","Sibyl Harmony Psychic, Medium, Healer","Bodega Ave, Petaluma, CA 94952",(707) 769-9997,sibylharmony.com,5,5,https://lh5.googleusercontent.com/p/AF1QipMnBnj04LG7dG1CxyX6abECUwvX1rsv1T3nXCTq=w408-h544-k-no
San Francisco CA,https://www.google.com/maps/place/Sword+%26+Rose/data=!4m7!3m6!1s0x8085875457ee9151:0xb5dd9f339404deb!8m2!3d37.7656889!4d-122.4495389!16s%2Fg%2F1tkp0041!19sChIJUZHuV1SHhYAR601AOfPZXQs?authuser=0&hl=en&rclk=1,Sword & Rose,"85 Carl St, San Francisco, CA 94117",(415) 681-5434,theswordandrose.net,4.7,160,https://lh5.googleusercontent.com/p/AF1QipOvyHXYjQsv4Jw4Kw_6fjF24w0e6z701NS6GRi6=w408-h306-k-no
San Francisco CA,https://www.google.com/maps/place/Psychic+Lezah/data=!4m7!3m6!1s0x808f7f8e93e803e9:0x81ec79a9ee6a4c6e!8m2!3d37.725045!4d-122.4024266!16s%2Fg%2F11h3k725df!19sChIJ6QPok45_j4ARbkxq7ql57IE?authuser=0&hl=en&rclk=1,Psychic Lezah,"2911 San bo, San Francisco, CA 94134",(415) 654-8264, , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gTnm-mi_wCIDJUwogyqglQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.64871&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/Elizabeth+Rose+Psychic+and+Tarot/data=!4m7!3m6!1s0x808f7e3dd4f76ab5:0x15517876092f2761!8m2!3d38.1627192!4d-122.2478182!16s%2Fg%2F11bbrnnzbc!19sChIJtWr31D1-j4ARYScvCXZ4URU?authuser=0&hl=en&rclk=1,Elizabeth Rose Psychic and Tarot, ,(415) 350-5608,acuityscheduling.com,4.2,5,https://lh5.googleusercontent.com/p/AF1QipOR14eu4s7XlPuVF9qc6YUayFG9fOARNHW1euG5=w408-h408-k-no
San Francisco CA,https://www.google.com/maps/place/Star+Psychic/data=!4m7!3m6!1s0x80857856ad3579ff:0x691b6f34e657828a!8m2!3d37.9226551!4d-122.3168947!16s%2Fg%2F1hhmtqgrm!19sChIJ_3k1rVZ4hYARioJX5jRvG2k?authuser=0&hl=en&rclk=1,Star Psychic,"11471 San Pablo Ave, El Cerrito, CA 94530",(510) 763-8588,accuratepsychic.co,4.7,15,https://lh5.googleusercontent.com/p/AF1QipN27WQAmbkkQ4F19UiGrAMhdpuK6yFaKlI6bQL-=w408-h725-k-no
San Francisco CA,https://www.google.com/maps/place/Palm+and+card+reader/data=!4m7!3m6!1s0x8085876ac03f1c57:0x38c1325760b01c8e!8m2!3d37.7641866!4d-122.4601526!16s%2Fg%2F11wp7wlfqf!19sChIJVxw_wGqHhYARjhywYFcywTg?authuser=0&hl=en&rclk=1,Palm and card reader,"2151 Irving St #205, San Francisco, CA 94122",(415) 725-2929, , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zG_efjorifKdft7SVHSOGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.10858&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/Between+The+Realms+Readings/data=!4m7!3m6!1s0x808f79a59ee95877:0xb8d39c8e7f7b1aa4!8m2!3d37.655658!4d-122.4134109!16s%2Fg%2F11vrdg09t1!19sChIJd1jpnqV5j4ARpBp7f46c07g?authuser=0&hl=en&rclk=1,Between The Realms Readings,"421 Grand Ave, South San Francisco, CA 94080",(415) 573-6881,betweentherealmsreadings.com, , ,https://lh5.googleusercontent.com/p/AF1QipOyYoT4iB-ExSnW1xTnqEp0PXCrmcRoHz88e-v2=w454-h240-k-no
San Francisco CA,https://www.google.com/maps/place/Bay+Area+Medium/data=!4m7!3m6!1s0x808f9f154bebe26b:0x797e91c57f81e974!8m2!3d37.546228!4d-122.3078936!16s%2Fg%2F11j0bp8811!19sChIJa-LrSxWfj4ARdOmBf8WRfnk?authuser=0&hl=en&rclk=1,Bay Area Medium,"2200 S El Camino Real, San Mateo, CA 94403",(650) 346-2393,bayareamedium.com,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kwExkCUw8o3CApVUuAU0UA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.8849&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/Spellbound+Psychic+Gifts/data=!4m7!3m6!1s0x808581ab20d13369:0x7f76aa49eab28c6f!8m2!3d37.7978986!4d-122.4358701!16s%2Fg%2F11y9cb1pfr!19sChIJaTPRIKuBhYARb4yy6kmqdn8?authuser=0&hl=en&rclk=1,Spellbound Psychic Gifts,"2201 Filbert St, San Francisco, CA 94123",(415) 791-3594, , , ,https://lh5.googleusercontent.com/p/AF1QipN2abNO9rnw-TnUPoLSgCxCwEy_MW_ogzULVJVd=w408-h544-k-no
San Francisco CA,https://www.google.com/maps/place/Psychic+Miranda+Edwards/data=!4m7!3m6!1s0x808581aab8951dbb:0x5b39fb56e80a9c48!8m2!3d37.7771959!4d-122.4173361!16s%2Fg%2F11g0l9sp3r!19sChIJux2VuKqBhYARSJwK6Fb7OVs?authuser=0&hl=en&rclk=1,Psychic Miranda Edwards,"1390 Market St #200, San Francisco, CA 94102",(415) 570-4777, , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rGOYIZmqmFaptKq2mstJxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.97078&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/Spirits+Are+Talking/data=!4m7!3m6!1s0x603dfcc0cafd9d17:0xbe5f33fd1c2066f8!8m2!3d19.075254!4d-88.6603275!16s%2Fg%2F11v0p7bvbg!19sChIJF539ysD8PWAR-GYgHP0zX74?authuser=0&hl=en&rclk=1,Spirits Are Talking, ,(650) 401-8813,spiritsaretalking.com,5,28,https://lh5.googleusercontent.com/p/AF1QipOfyQk3wx3shcH7kBsIcuMp4DXtpckY6bgs_8iY=w408-h420-k-no
San Francisco CA,https://www.google.com/maps/place/Clairvoyant+Readings+by+Dawn/data=!4m7!3m6!1s0x808f7102f2ee9c49:0xc65b046c63c32691!8m2!3d37.5810944!4d-122.4890608!16s%2Fg%2F11f63535c9!19sChIJSZzu8gJxj4ARkSbDY2wEW8Y?authuser=0&hl=en&rclk=1,Clairvoyant Readings by Dawn,"1431 Perez Dr #4217, Pacifica, CA 94044",(650) 654-1234,readingsbydawn.com,5,3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EQ93H3vbK8LPDRT7mfOLWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=132.9736&pitch=0&thumbfov=100
San Francisco CA,https://www.google.com/maps/place/Idestiny.world/data=!4m7!3m6!1s0x808581eff811d4e7:0xe702b460c46d21f6!8m2!3d46.423669!4d-79.5417226!16s%2Fg%2F11j3nsmbtx!19sChIJ59QR-O-BhYAR9iFtxGC0Auc?authuser=0&hl=en&rclk=1,Idestiny.world, ,(415) 527-8687,idestiny.world, , ,https://lh5.googleusercontent.com/p/AF1QipPLTOtqcpr5ZJwC9oCidZ_Y3fHAFFd9dDAF_ZrT=w408-h544-k-no
San Francisco CA,https://www.google.com/maps/place/Jeffrey+Peck+Psychic+Medium/data=!4m7!3m6!1s0x451cd9070b43d673:0xb88183117f0a0404!8m2!3d37.878638!4d-122.4203375!16s%2Fg%2F11sy5gffjh!19sChIJc9ZDCwfZHEURBAQKfxGDgbg?authuser=0&hl=en&rclk=1,Jeffrey Peck Psychic Medium, ,(415) 912-1199,jeffreypeck.com,5,33,https://lh5.googleusercontent.com/p/AF1QipMdsALw2dpqam-LKShR-qmhFPN2gSstE9Ss4D6T=w408-h408-k-no
San Francisco CA,https://www.google.com/maps/place/Rev.+Shamalah-Allah+Spiritual+Counseling+Psychic+Readings/data=!4m7!3m6!1s0x808f9eff2b0b22bd:0x677089742fa1a762!8m2!3d37.9558947!4d-122.0434538!16s%2Fg%2F1pxwfvs54!19sChIJvSILK_-ej4ARYqehL3SJcGc?authuser=0&hl=en&rclk=1,Rev. Shamalah-Allah Spiritual Counseling Psychic Readings, ,(650) 719-0097,shamalah.com,5,4,https://lh5.googleusercontent.com/p/AF1QipMOz4RrbI7j1gf3cEEF_D3IyxVNE6tTt9pToWro=w408-h306-k-no
