KEYWORD,LINK,NAME,ADDRESS,PHONE NUMBER,WEBSITE,RATING,NO OF RATINGS,LINK TO PHOTO
Casper WY,https://www.google.com/maps/place/Theraexpressions+Meditation/data=!4m7!3m6!1s0x8760bc1520729c71:0x1d6dacd47cfdcbc9!8m2!3d42.8484954!4d-106.3233249!16s%2Fg%2F11c0pltj7f!19sChIJcZxyIBW8YIcRycv9fNSsbR0?authuser=0&hl=en&rclk=1,Theraexpressions Meditation,"201 E 2nd St #212, Casper, WY 82601, United States",1 307-258-9956,theraexpressions.com,5,2,https://lh3.googleusercontent.com/p/AF1QipM62aG4FJtlEvqZ0m4Dm2BhuA7FngpeZbbm29Q=w408-h408-k-no
Casper WY,https://www.google.com/maps/place/Kura+Fit/data=!4m7!3m6!1s0x8760a5f4ad4c202d:0x64c35f9637c37659!8m2!3d42.8290919!4d-106.3640448!16s%2Fg%2F11jv1bd3d9!19sChIJLSBMrfSlYIcRWXbDN5Zfw2Q?authuser=0&hl=en&rclk=1,Kura Fit,"2080 Fairgrounds Rd # 9, Casper, WY 82604, United States",1 307-797-8700,kurafit.com,4.2,5,https://lh3.googleusercontent.com/p/AF1QipNMDmaQvTL7SdOS_57D76X211pmyFP5LeZ04y_X=w408-h544-k-no
Casper WY,https://www.google.com/maps/place/On+Your+Journey+Coaching/data=!4m7!3m6!1s0x8760b9173c808237:0x58645a49a3177506!8m2!3d42.8448132!4d-106.2377349!16s%2Fg%2F11w55xy3vj!19sChIJN4KAPBe5YIcRBnUXo0laZFg?authuser=0&hl=en&rclk=1,On Your Journey Coaching,"5830 E 2nd St Ste. 7000, Casper, WY 82609, United States",1 313-329-4399,onyourjourneycoaching.com, , ,https://lh3.googleusercontent.com/p/AF1QipMGymxU3t-q9Ky2GnrxpYx43QvQeQEUc6NPETJq=w408-h544-k-no
Casper WY,https://www.google.com/maps/place/LifeTime+Health+and+Fitness/data=!4m7!3m6!1s0x8760bbf978a1e709:0xb7dd6e1985ae13db!8m2!3d42.8464917!4d-106.2622415!16s%2Fg%2F1hc0xlf5s!19sChIJCeehePm7YIcR2xOuhRlu3bc?authuser=0&hl=en&rclk=1,LifeTime Health and Fitness,"300 Landmark Dr A, Casper, WY 82609, United States",1 307-473-2582,lifetime307.com,4.6,222,https://lh3.googleusercontent.com/p/AF1QipM3Nl1E7Iq3A5DZZUtuFA3zuL2FlMv4dKdzQOWZ=w426-h240-k-no
Casper WY,https://www.google.com/maps/place/Complete+Yoga+and+Massage+Therapy/data=!4m7!3m6!1s0x8760bca105a228b3:0x8dca20a555f3c2d4!8m2!3d42.8170591!4d-106.3298484!16s%2Fg%2F1hc1wxmmc!19sChIJsyiiBaG8YIcR1MLzVaUgyo0?authuser=0&hl=en&rclk=1,Complete Yoga and Massage Therapy,"2948 Hogan Dr, Casper, WY 82601, United States",1 307-259-4281,amtamembers.com,5,2,https://lh3.googleusercontent.com/p/AF1QipN9VC6ofrMqE86qr8vwfXbuHkQJgvGiDarfSoAM=w408-h272-k-no
Casper WY,https://www.google.com/maps/place/Harmony+Health/data=!4m7!3m6!1s0x8760bc84f592f6b7:0xf757caa62cbd0b8b!8m2!3d42.8516981!4d-106.3081307!16s%2Fg%2F11b7fhfh8r!19sChIJt_aS9YS8YIcRiwu9LKbKV_c?authuser=0&hl=en&rclk=1,Harmony Health,"1300 E A St, Casper, WY 82601, United States",1 307-235-3333,harmonyhealthcasper.com,3.6,5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I-RWoSzHjrGRzgT4JW2DJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.379602&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/HealthSource+Chiropractic+of+Casper/data=!4m7!3m6!1s0x8760bd8dab7f77d5:0xeac9c06aa733cf9f!8m2!3d42.85029!4d-106.33047!16s%2Fg%2F11gt_vr90q!19sChIJ1Xd_q429YIcRn88zp2rAyeo?authuser=0&hl=en&rclk=1,HealthSource Chiropractic of Casper,"426 W 1st St, Casper, WY 82601, United States",1 307-266-6908,healthsourcechiro.com,5,11,https://lh3.googleusercontent.com/p/AF1QipMRiRcV0_GSjxWxskiklNjtyRaQMQbVswk8n3CO=w408-h272-k-no
Casper WY,https://www.google.com/maps/place/Soul+Wirth/data=!4m7!3m6!1s0x8760bd9ff79ef0d5:0x76ac1093b5a5e1f0!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11r9h2hbf_!19sChIJ1fCe95-9YIcR8OGltZMQrHY?authuser=0&hl=en&rclk=1,Soul Wirth, , ,soulwirth.com,5,44,https://lh3.googleusercontent.com/p/AF1QipPN3CRGVc_2U4jJMFDNyI7rquRJXqS6xPdIMBuO=w408-h306-k-no
Casper WY,https://www.google.com/maps/place/Jenn+Gillihan+Coaching/data=!4m7!3m6!1s0x8760bc9c59a5e841:0xa4059493af052b!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11f11crbrz!19sChIJQeilWZy8YIcRKwWvk5QFpAA?authuser=0&hl=en&rclk=1,Jenn Gillihan Coaching, ,1 816-289-8115, , , ,https://lh3.googleusercontent.com/p/AF1QipMppbphyTT6dXSv2Skvb2TIswrRD3WjhqWagPJP=w427-h240-k-no
Casper WY,https://www.google.com/maps/place/Advanced+Skin+Care/data=!4m7!3m6!1s0x8760bca18aeadb2b:0x9b0206b4d57354b9!8m2!3d42.8477786!4d-106.3242!16s%2Fg%2F1tvtbv5x!19sChIJK9vqiqG8YIcRuVRz1bQGAps?authuser=0&hl=en&rclk=1,Advanced Skin Care,"144 E Midwest Ave, Casper, WY 82601, United States",1 307-237-6888,advancedskincarewyo.com,5,6,https://lh3.googleusercontent.com/p/AF1QipNGz3yfltvsEFOJFeEcvL5ODtQLnDExafetcEr3=w408-h612-k-no
Casper WY,https://www.google.com/maps/place/Asdabbi/data=!4m7!3m6!1s0x8760b9f3af565587:0x75ea7e965d16a6aa!8m2!3d42.8448132!4d-106.2377349!16s%2Fg%2F11v0tccjzg!19sChIJh1VWr_O5YIcRqqYWXZZ-6nU?authuser=0&hl=en&rclk=1,Asdabbi,"5830 E 2nd St, Casper, WY 82609, United States",1 479-802-2620,asdabbi.com, , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pwu0uKZmri6ISee7wL9vAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.162468&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/Mental+Health+Hub/data=!4m7!3m6!1s0x8760bd7ae584dec5:0x7b10101e1c043340!8m2!3d42.8508417!4d-106.3352097!16s%2Fg%2F11y4nzb_yc!19sChIJxd6E5Xq9YIcRQDMEHB4QEHs?authuser=0&hl=en&rclk=1,Mental Health Hub,"701 Antler Dr, Casper, WY 82601, United States",1 307-374-6463,mentalhealthhub307.com,5,1,https://lh3.googleusercontent.com/p/AF1QipOJ2gHhnDXITnSlT5lfL8ymU5OifWoBw6Rrm48P=w466-h240-k-no
Casper WY,https://www.google.com/maps/place/Shane+Harkins/data=!4m7!3m6!1s0x8760bc84f6ff27db:0x9fbee1ee02415a0!8m2!3d42.8516743!4d-106.3082833!16s%2Fg%2F11sh2bb6dt!19sChIJ2yf_9oS8YIcRoBUk4B7u-wk?authuser=0&hl=en&rclk=1,Shane Harkins,"1300 E A St Suite 201, Casper, WY 826012252, United States",1 307-235-3333, ,5,2,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I-RWoSzHjrGRzgT4JW2DJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.98718&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/Elevation+Health+and+Fitness/data=!4m7!3m6!1s0x3522337aa585617:0xfe38b7896efc0712!8m2!3d40.7649718!4d-114.2608485!16s%2Fg%2F11s7yt7zbg!19sChIJF1ZYqjcjUgMREgf8bom3OP4?authuser=0&hl=en&rclk=1,Elevation Health and Fitness, ,1 530-393-6482, , , ,https://lh3.googleusercontent.com/p/AF1QipMGoQLIuyGXYljY9s_gL-C75WDU9JrX1GOwbCHV=w408-h284-k-no
Casper WY,https://www.google.com/maps/place/Wellness+For+All/data=!4m7!3m6!1s0x8760bdc86b46b9d9:0x6c048324e89ddfd0!8m2!3d42.8471575!4d-106.3260862!16s%2Fg%2F11y3spdlb1!19sChIJ2blGa8i9YIcR0N-d6CSDBGw?authuser=0&hl=en&rclk=1,Wellness For All,"134 W Midwest Ave, Casper, WY 82601, United States",1 307-277-1629,wellness-for-all.com, , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IV5WUt3bc_sHSdzGd4jPZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.71317&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/Josh+Kalinowski/data=!4m7!3m6!1s0x8760bd490a900a2d:0x225af0c40c141e08!8m2!3d43.0002935!4d-107.5534015!16s%2Fg%2F11mhrkw12k!19sChIJLQqQCkm9YIcRCB4UDMTwWiI?authuser=0&hl=en&rclk=1,Josh Kalinowski, ,1 307-266-4466,joshkalinowski.com, , ,https://lh3.googleusercontent.com/p/AF1QipOcFNKV_GnUOWr20P8Agu1qKuk8TL1gWWww1Hs=w408-h272-k-no
Casper WY,https://www.google.com/maps/place/YMCA+of+Natrona+County/data=!4m7!3m6!1s0x8760bb67905e1f07:0xca54e2dd6840c81f!8m2!3d42.8340811!4d-106.3215861!16s%2Fg%2F1tm8fgkg!19sChIJBx9ekGe7YIcRH8hAaN3iVMo?authuser=0&hl=en&rclk=1,YMCA of Natrona County,"1611 Casper Mountain Rd, Casper, WY 82601, United States",1 307-234-9187,casperymca.org,4.4,114,https://lh3.googleusercontent.com/p/AF1QipMM8EttYPrXnYQS7Yk-pDCKiEDJhAjsXH-CVAe9=w426-h240-k-no
Casper WY,https://www.google.com/maps/place/Jenn+Gillihan+Coaching/data=!4m7!3m6!1s0x8760bb206b5fa8ed:0x314e6a74b1187f6b!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11nf_zy5v7!19sChIJ7ahfayC7YIcRa38YsXRqTjE?authuser=0&hl=en&rclk=1,Jenn Gillihan Coaching, ,1 816-289-8115, , , ,https://lh3.googleusercontent.com/p/AF1QipOsuF9rQ_jtVvNhVoKiHdg0t1vpKhed2X9VKL6_=w408-h272-k-no
Casper WY,https://www.google.com/maps/place/Wyoming+Integrative+Wellness/data=!4m7!3m6!1s0x8760bd2c656ab633:0xcf36350d1390a811!8m2!3d42.8467486!4d-106.3255925!16s%2Fg%2F11f7d4q6vl!19sChIJM7ZqZSy9YIcREaiQEw01Ns8?authuser=0&hl=en&rclk=1,Wyoming Integrative Wellness,"330 S Center St #414, Casper, WY 82601, United States", ,wyomingintegrativewellness.com, , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BB8i4TtYO6PF16WqOCArcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.90698&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/Kate+Whitaker/data=!4m7!3m6!1s0x8760b95aecc00001:0x5f259e1b7ad811dc!8m2!3d42.839106!4d-106.2256465!16s%2Fg%2F11pkfrxd08!19sChIJAQDA7Fq5YIcR3BHYehueJV8?authuser=0&hl=en&rclk=1,Kate Whitaker,"6631 E 2nd St, Casper, WY 82609, United States",1 307-268-9904,evolvehealthservices.com,5,2,https://lh3.googleusercontent.com/p/AF1QipPYXB6_tltOLSYKkIxLrAb29aV8eZVVfrptwttI=w408-h544-k-no
Casper WY,https://www.google.com/maps/place/Stay+Sea+Consulting+LLC/data=!4m7!3m6!1s0x8760bbf92808b2f1:0x1e33af6a46e9e10d!8m2!3d51.2072!4d-121.9883!16s%2Fg%2F11qhdykdh1!19sChIJ8bIIKPm7YIcRDeHpRmqvMx4?authuser=0&hl=en&rclk=1,Stay Sea Consulting LLC, ,1 307-441-1927,linktr.ee, , ,https://lh3.googleusercontent.com/p/AF1QipMfsU-XvPSeaIGMLOVgYF4vXW4TfUBMoIsY3jc2=w427-h240-k-no
Casper WY,"https://www.google.com/maps/place/Thrive+Therapeutic+Massage,+LLC/data=!4m7!3m6!1s0x8760a49285baaaab:0xddf12db66b9b0739!8m2!3d42.8566383!4d-106.3030646!16s%2Fg%2F11fmb3y0mn!19sChIJq6q6hZKkYIcROQeba7Yt8d0?authuser=0&hl=en&rclk=1","Thrive Therapeutic Massage, LLC","1701 East E Street, Casper, WY 82601, United States",1 307-224-2884,thrivemassagewyo.com,5,4,https://lh3.googleusercontent.com/p/AF1QipMJsp3HWedU6uc2m8oS3myUAaUGcBA_sJJ1J1DF=w408-h408-k-no
Casper WY,https://www.google.com/maps/place/Man-Made/data=!4m7!3m6!1s0x8ac3d1470b3fc339:0xefb619ba05436df2!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11vdgx0ty2!19sChIJOcM_C0fRw4oR8m1DBboZtu8?authuser=0&hl=en&rclk=1,Man-Made, ,1 619-537-6451,manmadetribe.com, , ,https://lh3.googleusercontent.com/p/AF1QipO7WQ3PFjGMtJdLoZpPJScYXkxmHJS6q3cGiXhK=w408-h326-k-no
Casper WY,https://www.google.com/maps/place/WYO+Sports+Therapy/data=!4m7!3m6!1s0x8760bd38029e67e5:0x216dc33fd9e3c202!8m2!3d42.8511929!4d-106.2752917!16s%2Fg%2F11vhql5fqq!19sChIJ5WeeAji9YIcRAsLj2T_DbSE?authuser=0&hl=en&rclk=1,WYO Sports Therapy,"4155 Legion Ln Suite 1&2, Casper, WY 82609, United States",1 307-259-0508,wyosportspt.com,5,33,https://lh3.googleusercontent.com/p/AF1QipNyC-ei5cRcv1MqmSQawixo6gQqEa7MMvQbKoz9=w408-h544-k-no
Casper WY,https://www.google.com/maps/place/Wind+City+Physical+Therapy/data=!4m7!3m6!1s0x8760bb82d4df8da5:0x603f0c19352185aa!8m2!3d42.8328096!4d-106.2709333!16s%2Fg%2F1tk1zjcn!19sChIJpY3f1IK7YIcRqoUhNRkMP2A?authuser=0&hl=en&rclk=1,Wind City Physical Therapy,"1541 Centennial Ct, Casper, WY 82609, United States",1 307-235-3910,windcitypt.com,4.9,204,https://lh3.googleusercontent.com/p/AF1QipPmpOaFJ-8qscV1L91I7aooXmA8wL2DmnhwPCxk=w408-h306-k-no
Casper WY,https://www.google.com/maps/place/Casper+Home+Health/data=!4m7!3m6!1s0x8760a56baada549f:0x7caab991e72a8849!8m2!3d42.8506595!4d-106.3070507!16s%2Fg%2F11hz6nh_3v!19sChIJn1TaqmulYIcRSYgq55G5qnw?authuser=0&hl=en&rclk=1,Casper Home Health,"126 N Wilson St, Casper, WY 82601, United States",1 307-439-4110,casperseniornetwork.com,4,3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DQoaGZoohm1O5U16hgBjSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.33426&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/Wind+City+Physical+Therapy+Downtown+Casper/data=!4m7!3m6!1s0x8760bd1f87971a0b:0xff58fffc4741642a!8m2!3d42.8502945!4d-106.3225617!16s%2Fg%2F11rsrjzvcb!19sChIJCxqXhx-9YIcRKmRBR_z_WP8?authuser=0&hl=en&rclk=1,Wind City Physical Therapy Downtown Casper,"234 E 1st St, Casper, WY 82601, United States",1 307-235-3910,windcitypt.com,5,19,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2kj5FecGrYhsYbQC4B5hLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.67908&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/Ideal+You+Weight+Loss+and+Wellness/data=!4m7!3m6!1s0x8760bca4e967dd6d:0x22f78033f96ac0f4!8m2!3d42.850243!4d-106.330476!16s%2Fg%2F1vd71tg0!19sChIJbd1n6aS8YIcR9MBq-TOA9yI?authuser=0&hl=en&rclk=1,Ideal You Weight Loss and Wellness,"426 W 1st St #2, Casper, WY 82601, United States",1 307-266-6908,idealyouweightloss.com,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hHVuBgtrWPUe8Is9vqhRyg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=57.574158&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/Dandelion+Leadership+Coaching/data=!4m7!3m6!1s0x8760a1d691a6d91d:0xf62fd717593908c7!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11qmqpm53m!19sChIJHdmmkdahYIcRxwg5WRfXL_Y?authuser=0&hl=en&rclk=1,Dandelion Leadership Coaching, ,1 307-462-3504,dandelionleadershipcoaching.com,4.8,5, 
Casper WY,https://www.google.com/maps/place/The+Jaunty+Journey/data=!4m7!3m6!1s0xa1196ddaea1698eb:0x14fd30bdbdbed5f2!8m2!3d43.0002935!4d-107.5534015!16s%2Fg%2F11rtsfqlz9!19sChIJ65gW6tptGaER8tW-vb0w_RQ?authuser=0&hl=en&rclk=1,The Jaunty Journey, ,1 308-360-2210,thejauntyjourney.com, , ,https://lh3.googleusercontent.com/p/AF1QipPYbjFcxGvg8eSwQaBtBKovDV2uWlaCgZf_gFH2=w408-h375-k-no
Casper WY,"https://www.google.com/maps/place/Lori+Hicks,+M.Ed.,+LPC/data=!4m7!3m6!1s0x8760bca19c2e56f3:0x564dab4f2be82881!8m2!3d42.8609797!4d-106.3348146!16s%2Fg%2F11bx51m65f!19sChIJ81YunKG8YIcRgSjoK0-rTVY?authuser=0&hl=en&rclk=1","Lori Hicks, M.Ed., LPC","800 Werner Ct #300, Casper, WY 82601, United States",1 307-277-6473, ,4.2,5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C0H6g-sUgF8C5XGw_JgMjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.57837&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/Dr.+Ryan+Rasner+Coaching+%26+Consulting/data=!4m7!3m6!1s0x8760bb527f93d00d:0x7637084df7956080!8m2!3d42.8409052!4d-106.3268954!16s%2Fg%2F11khd00x0y!19sChIJDdCTf1K7YIcRgGCV900IN3Y?authuser=0&hl=en&rclk=1,Dr. Ryan Rasner Coaching & Consulting,"932 S David St, Casper, WY 82601, United States", , , , ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EUf8uGrCpDG_R0xvq24VFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.36902&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/Stirling+Skin+Care+Clinic/data=!4m7!3m6!1s0x8760bc84f592f175:0xc42ba019468142b3!8m2!3d42.8517436!4d-106.3082463!16s%2Fg%2F1tffvdzm!19sChIJdfGS9YS8YIcRs0KBRhmgK8Q?authuser=0&hl=en&rclk=1,Stirling Skin Care Clinic,"1300 E A St Ste 103, Casper, WY 82601, United States",1 307-472-7546,stirlingskincc.com,4.9,37,https://lh3.googleusercontent.com/p/AF1QipM_7ln8tdObt6MUV94S2HKVq6fBBfxYXZX5SItN=w427-h240-k-no
Casper WY,https://www.google.com/maps/place/Uplift+Therapy+and+Wellness/data=!4m7!3m6!1s0x8760bd2a3a8c901b:0x9ce3faf97f741304!8m2!3d42.8582705!4d-106.2675412!16s%2Fg%2F11t0tmyl3k!19sChIJG5CMOiq9YIcRBBN0f_n645w?authuser=0&hl=en&rclk=1,Uplift Therapy and Wellness,"34 Williams St, Evansville, WY 82636, United States",1 307-333-2502,upliftwyo.com,5,1,https://lh3.googleusercontent.com/p/AF1QipO1tnz2QX6oimkPU3Z4vj_3iHtLx8ZjOrWw5H8U=w408-h544-k-no
Casper WY,"https://www.google.com/maps/place/Cathy+Hazel+Adams,+LLC/data=!4m7!3m6!1s0x8760a4928f80187b:0xbeb1a6d945479f99!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11fxz7gpb3!19sChIJexiAj5KkYIcRmZ9HRdmmsb4?authuser=0&hl=en&rclk=1","Cathy Hazel Adams, LLC", ,1 307-797-9677,cathyhazeladams.com, , ,https://lh3.googleusercontent.com/p/AF1QipMzGUH49bvA6iDDaVsO_CVhbsgl3F_4OYQekpvW=w408-h306-k-no
Casper WY,https://www.google.com/maps/place/The+Healing+Place/data=!4m7!3m6!1s0x8760b95a8b236cff:0x97d53b9cefec76b5!8m2!3d42.842389!4d-106.2435072!16s%2Fg%2F1v2gf7c5!19sChIJ_2wji1q5YIcRtXbs75w71Zc?authuser=0&hl=en&rclk=1,The Healing Place,"5725 Highland Dr, Casper, WY 82609, United States",1 307-265-3977,hpcc.church,4.7,14,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NwSQDa7vpUZFs_JHbDE3SQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=156.17848&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/Under+the+Moon+with+Teale+LLC/data=!4m7!3m6!1s0xe5c045c7eaacdd3:0x1d707fe39902a62c!8m2!3d49.0138!4d-121.9883!16s%2Fg%2F11sc2qd3fx!19sChIJ082qflwEXA4RLKYCmeN_cB0?authuser=0&hl=en&rclk=1,Under the Moon with Teale LLC, , ,underthemoonwithteale.com, , ,https://lh3.googleusercontent.com/p/AF1QipP0SlRCsfunqIi5_SxNe18A419UYO7OnK50B_WP=w408-h272-k-no
Casper WY,https://www.google.com/maps/place/Cass+Ocana+Hypnotherapy/data=!4m7!3m6!1s0x8760a582a567c5d1:0x48f071b2f0f76985!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11wqfhwrjq!19sChIJ0cVnpYKlYIcRhWn38LJx8Eg?authuser=0&hl=en&rclk=1,Cass Ocana Hypnotherapy, ,1 307-215-5655,cassocana.com,5,9,https://lh3.googleusercontent.com/p/AF1QipMpgT0QJHWg4VDbWfanIpKPtuWW2ozW0DC1BVJ1=w408-h408-k-no
Casper WY,https://www.google.com/maps/place/Ice+House+Athletics/data=!4m7!3m6!1s0x8760bca399385b51:0x4d7f250002428e94!8m2!3d42.8492495!4d-106.3275157!16s%2Fg%2F11g6x84n2n!19sChIJUVs4maO8YIcRlI5CAgAlf00?authuser=0&hl=en&rclk=1,Ice House Athletics,"216 Industrial Ave ste d, Casper, WY 82601, United States",1 307-472-0910,icehouseathletics.com,5,10,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IAWZ7PVlKygogsXeTf_ezg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.63074&pitch=0&thumbfov=100
Casper WY,https://www.google.com/maps/place/OutLaw+MMA+and+Fitness/data=!4m7!3m6!1s0x8760d968f0b4034d:0xdf69464a15a73d5f!8m2!3d42.8561475!4d-106.3207226!16s%2Fg%2F11v70yk81w!19sChIJTQO08GjZYIcRXz2nFUpGad8?authuser=0&hl=en&rclk=1,OutLaw MMA and Fitness,"341 East E Street #140, Casper, WY 82601, United States",1 386-847-5819,caspermma.com,5,2,https://lh3.googleusercontent.com/p/AF1QipMTjMxmbdqfmzq1w9VD7oI37xPYjGQwYZ4D6Kxb=w484-h240-k-no
Casper WY,https://www.google.com/maps/place/Breath+Reborn/data=!4m7!3m6!1s0x8a53aa4918a1c65b:0xdba30f90bcd56468!8m2!3d39.4404975!4d-77.411689!16s%2Fg%2F11wqn2d64k!19sChIJW8ahGEmqU4oRaGTVvJAPo9s?authuser=0&hl=en&rclk=1,Breath Reborn, , ,breathreborn.com, , ,https://lh3.googleusercontent.com/p/AF1QipO0gwSx4RbmC-Ua3gVzDPSFW9TDKYf5GD3ajIzG=w408-h306-k-no
Riverton WY,https://www.google.com/maps/place/Mother+Earth+Healing/data=!4m7!3m6!1s0x8758e7e36f7a153b:0x2b90e3238def21b5!8m2!3d43.0390946!4d-108.4449309!16s%2Fg%2F11h8l5glb5!19sChIJOxV6b-PnWIcRtSHvjSPjkCs?authuser=0&hl=en&rclk=1,Mother Earth Healing,"4055 Sandy Dr, Riverton, WY 82501, United States",1 307-240-0955,ueniweb.com, , , 
Riverton WY,https://www.google.com/maps/place/Natural+Health+Solutions/data=!4m7!3m6!1s0x8758dd1d0acc7daf:0xd208105f3ded9333!8m2!3d43.0255245!4d-108.3814631!16s%2Fg%2F1tpll6jx!19sChIJr33MCh3dWIcRM5PtPV8QCNI?authuser=0&hl=en&rclk=1,Natural Health Solutions,"705 E Fremont Ave, Riverton, WY 82501, United States",1 307-856-8181, ,4.6,13,https://lh3.googleusercontent.com/p/AF1QipOLY9U5BqPw1SxZkT1tr7E-8VPsh7T2TUHUBj3R=w423-h240-k-no
Riverton WY,https://www.google.com/maps/place/Codi+Thompson/data=!4m7!3m6!1s0x8758dd38b3f40001:0xb234b847c6062cc!8m2!3d43.0340092!4d-108.4027777!16s%2Fg%2F11pkfr_hhh!19sChIJAQD0szjdWIcRzGJgfIRLIws?authuser=0&hl=en&rclk=1,Codi Thompson,"904 W Sunset Dr, Riverton, WY 825012307, United States",1 307-349-1804, ,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NN-eiWCx4JPxf5JEqJmmmA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.56003&pitch=0&thumbfov=100
Riverton WY,https://www.google.com/maps/place/Graham%27s+Gluten+Free+Foods+LLC/data=!4m7!3m6!1s0x8758dd1c7db1ba4f:0xb28370f921543c6f!8m2!3d43.0248167!4d-108.3855506!16s%2Fg%2F1tf87kw2!19sChIJT7qxfRzdWIcRbzxUIflwg7I?authuser=0&hl=en&rclk=1,Graham's Gluten Free Foods LLC,"414 E Main St, Riverton, WY 82501, United States",1 307-857-6155,grahamsglutenfree.com,4.6,18,https://lh3.googleusercontent.com/p/AF1QipPGejZhNanXAX6MfSGWw5Z1BxzO5anI6quxD3aT=w426-h240-k-no
Riverton WY,https://www.google.com/maps/place/HealthSource+Chiropractic+of+Riverton/data=!4m7!3m6!1s0x8758dd38d63c9017:0xe4bca45ee1b90b43!8m2!3d43.034456!4d-108.400955!16s%2Fg%2F11f53nv6kj!19sChIJF5A81jjdWIcRQwu54V6kvOQ?authuser=0&hl=en&rclk=1,HealthSource Chiropractic of Riverton,"910 N 8th St W, Riverton, WY 82501, United States",1 307-463-2770,healthsourcechiro.com,4.9,201,https://lh3.googleusercontent.com/p/AF1QipP152UxXn5mRAmkUz3L-eJh8qo3A5Tadwbgs8LO=w408-h306-k-no
Charlottesville VA,https://www.google.com/maps/place/Integrative+Health+Center+of+Charlottesville/data=!4m7!3m6!1s0x89b387ef7cbaaaab:0x2144e8051bcf04c8!8m2!3d38.0725589!4d-78.486871!16s%2Fg%2F11cm94blh6!19sChIJq6q6fO-Hs4kRyATPGwXoRCE?authuser=0&hl=en&rclk=1,Integrative Health Center of Charlottesville,"3510 Remson Ct STE 101, Charlottesville, VA 22901, United States",1 434-584-8100,charlottesvillewl.com,4.9,212,https://lh3.googleusercontent.com/p/AF1QipNXkdU2ujgHhmkinquLgWCogbN3RpYgwhog2p_0=w408-h270-k-no
Charlottesville VA,"https://www.google.com/maps/place/With+You,+LLC/data=!4m7!3m6!1s0x89b3877d4a308edd:0x1f2580579a16bfa9!8m2!3d38.0400485!4d-78.485004!16s%2Fg%2F11nl1pv491!19sChIJ3Y4wSn2Hs4kRqb8WmleAJR8?authuser=0&hl=en&rclk=1","With You, LLC", ,1 434-882-1234,withyoullc.com,5,19, 
Charlottesville VA,https://www.google.com/maps/place/Melgaard+Wellness/data=!4m7!3m6!1s0x2f8141c5e656bb55:0x21bd1c93d3f0adf9!8m2!3d38.041674!4d-78.7006751!16s%2Fg%2F11ldhgy_h5!19sChIJVbtW5sVBgS8R-a3w05McvSE?authuser=0&hl=en&rclk=1,Melgaard Wellness, ,1 973-866-8756,melgaardwellness.com,5,6, 
